url,path,section,title,description,canonical,lastmod,status,issue_count,issues
https://wesearch.press/,/,home,WeSearch Press — Anonymous Community News Without Algorithms,"Anonymous community news aggregator across 700+ sources. No algorithm, no paywall, no tracking — read, react, comment, share. Free, ad-free, identity-free.",https://wesearch.press/,2026-06-09T18:28:08.112Z,200,2,warning:DUPLICATE_TITLE|notice:DUPLICATE_META_DESCRIPTION
https://wesearch.press/?tab=discover,/,home,WeSearch Press — Anonymous Community News Without Algorithms,"Anonymous community news aggregator across 700+ sources. No algorithm, no paywall, no tracking — read, react, comment, share. Free, ad-free, identity-free.",https://wesearch.press/,2026-06-09T18:28:08.112Z,200,2,warning:DUPLICATE_TITLE|notice:DUPLICATE_META_DESCRIPTION
https://wesearch.press/?tab=feed,/,home,WeSearch Press — Anonymous Community News Without Algorithms,"Anonymous community news aggregator across 700+ sources. No algorithm, no paywall, no tracking — read, react, comment, share. Free, ad-free, identity-free.",https://wesearch.press/,2026-06-09T18:28:08.112Z,200,2,warning:DUPLICATE_TITLE|notice:DUPLICATE_META_DESCRIPTION
https://wesearch.press/?tab=markets,/,home,WeSearch Press — Anonymous Community News Without Algorithms,"Anonymous community news aggregator across 700+ sources. No algorithm, no paywall, no tracking — read, react, comment, share. Free, ad-free, identity-free.",https://wesearch.press/,2026-06-09T18:28:08.112Z,200,2,warning:DUPLICATE_TITLE|notice:DUPLICATE_META_DESCRIPTION
https://wesearch.press/?tab=news,/,home,WeSearch Press — Anonymous Community News Without Algorithms,"Anonymous community news aggregator across 700+ sources. No algorithm, no paywall, no tracking — read, react, comment, share. Free, ad-free, identity-free.",https://wesearch.press/,2026-06-09T18:28:08.112Z,200,2,warning:DUPLICATE_TITLE|notice:DUPLICATE_META_DESCRIPTION
https://wesearch.press/?tab=pulse,/,home,WeSearch Press — Anonymous Community News Without Algorithms,"Anonymous community news aggregator across 700+ sources. No algorithm, no paywall, no tracking — read, react, comment, share. Free, ad-free, identity-free.",https://wesearch.press/,2026-06-09T18:28:08.112Z,200,2,warning:DUPLICATE_TITLE|notice:DUPLICATE_META_DESCRIPTION
https://wesearch.press/?tab=weather,/,home,WeSearch Press — Anonymous Community News Without Algorithms,"Anonymous community news aggregator across 700+ sources. No algorithm, no paywall, no tracking — read, react, comment, share. Free, ad-free, identity-free.",https://wesearch.press/,2026-06-09T18:28:08.112Z,200,2,warning:DUPLICATE_TITLE|notice:DUPLICATE_META_DESCRIPTION
https://wesearch.press/about,/about,about,"About WeSearch — A Free, Anonymous Community News Aggregator","WeSearch is a free, anonymous community news aggregator across 700+ editorial sources. Why we exist, who's behind it, how it's funded, and what we won't ever do.",https://wesearch.press/about,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/accessibility,/accessibility,accessibility,"Accessibility at WeSearch — Keyboard, Screen Reader, Contrast","WeSearch's accessibility commitments: keyboard navigation, screen-reader semantics, color contrast, motion preferences, and how to report accessibility issues.",https://wesearch.press/accessibility,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/africa-news,/africa-news,africa-news,Africa News — Continental Coverage Across Many Sources | WeSearch,"Africa news from continental press, regional desks, and international wire services covering Africa — chronological, anonymous, no algorithmic filter.",https://wesearch.press/africa-news,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/ai-news,/ai-news,ai-news,"AI News — Lab Releases, Research, Policy, Applied AI | WeSearch","AI news from labs (OpenAI, Anthropic, DeepMind, Meta AI), research outlets (MIT Tech Review, the Information AI), and applied-AI press, in chronological order with discussion.",https://wesearch.press/ai-news,2026-06-09T18:28:08.112Z,200,1,notice:LONG_META_DESCRIPTION
https://wesearch.press/al-jazeera-vs-bbc,/al-jazeera-vs-bbc,al-jazeera-vs-bbc,Al Jazeera vs BBC — How They Compare | WeSearch,"Al Jazeera vs BBC — how these two global broadcasters differ in funding, editorial line, and coverage focus.",https://wesearch.press/al-jazeera-vs-bbc,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/anonymous-news,/anonymous-news,anonymous-news,Anonymous News Without an Account — Free Community News | WeSearch,"Read news anonymously. No login, no tracking, no account creation, no email needed. WeSearch is a free, identity-free community news hub built around 700+ editorial sources.",https://wesearch.press/anonymous-news,2026-06-09T18:28:08.112Z,200,2,notice:LONG_TITLE|notice:LONG_META_DESCRIPTION
https://wesearch.press/anonymous-news-app,/anonymous-news-app,anonymous-news-app,"Anonymous News App — No Account, No Tracking, No Algorithm | WeSearch","Looking for an anonymous news app? WeSearch is a free, identity-free news app that runs in the browser, installs to your home screen, and never asks for an account.",https://wesearch.press/anonymous-news-app,2026-06-09T18:28:08.112Z,200,1,notice:LONG_TITLE
https://wesearch.press/anonymous-news-site,/anonymous-news-site,anonymous-news-site,Anonymous News Site — Read News Without an Account | WeSearch,"An anonymous news site you can read, react to, and discuss without signing up. WeSearch aggregates 700+ editorial sources with no login, no tracker, no paywall.",https://wesearch.press/anonymous-news-site,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/api.html,/api.html,api.html,WeSearch API · build with one key,"One API key. 20+ canonical resources. 95+ curated feeds. Weather, news, web search, scraping, AI, crypto — pay only for what you use.",https://wesearch.press/api.html,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/apple-news-alternative,/apple-news-alternative,apple-news-alternative,"Apple News Alternative — Web-Based, Cross-Platform, No Account | WeSearch","WeSearch is an Apple News alternative that runs in any browser, installs as a PWA on iOS, requires no Apple ID, ships no tracker stack, and pulls from 700+ sources.",https://wesearch.press/apple-news-alternative,2026-06-09T18:28:08.112Z,200,1,notice:LONG_TITLE
https://wesearch.press/archive,/archive,archive,News Archive — Browse Every Day | WeSearch Press,"Every UTC day on WeSearch becomes a permanent archive listing every story we ingested. Browse chronologically, link to specific dates.",https://wesearch.press/archive,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-11,/archive/2026-05-11,archive,"News Archive — Monday, May 11, 2026 | WeSearch Press","0 stories archived on Monday, May 11, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-11,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-12,/archive/2026-05-12,archive,"News Archive — Tuesday, May 12, 2026 | WeSearch Press","0 stories archived on Tuesday, May 12, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-12,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-13,/archive/2026-05-13,archive,"News Archive — Wednesday, May 13, 2026 | WeSearch Press","0 stories archived on Wednesday, May 13, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-13,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-14,/archive/2026-05-14,archive,"News Archive — Thursday, May 14, 2026 | WeSearch Press","0 stories archived on Thursday, May 14, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-14,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-15,/archive/2026-05-15,archive,"News Archive — Friday, May 15, 2026 | WeSearch Press","0 stories archived on Friday, May 15, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-15,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-16,/archive/2026-05-16,archive,"News Archive — Saturday, May 16, 2026 | WeSearch Press","200 stories archived on Saturday, May 16, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-16,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-17,/archive/2026-05-17,archive,"News Archive — Sunday, May 17, 2026 | WeSearch Press","200 stories archived on Sunday, May 17, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-17,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-18,/archive/2026-05-18,archive,"News Archive — Monday, May 18, 2026 | WeSearch Press","200 stories archived on Monday, May 18, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-18,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-19,/archive/2026-05-19,archive,"News Archive — Tuesday, May 19, 2026 | WeSearch Press","200 stories archived on Tuesday, May 19, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-19,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-20,/archive/2026-05-20,archive,"News Archive — Wednesday, May 20, 2026 | WeSearch Press","200 stories archived on Wednesday, May 20, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-20,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-21,/archive/2026-05-21,archive,"News Archive — Thursday, May 21, 2026 | WeSearch Press","200 stories archived on Thursday, May 21, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-21,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-22,/archive/2026-05-22,archive,"News Archive — Friday, May 22, 2026 | WeSearch Press","200 stories archived on Friday, May 22, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-22,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-23,/archive/2026-05-23,archive,"News Archive — Saturday, May 23, 2026 | WeSearch Press","200 stories archived on Saturday, May 23, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-23,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-24,/archive/2026-05-24,archive,"News Archive — Sunday, May 24, 2026 | WeSearch Press","200 stories archived on Sunday, May 24, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-24,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-25,/archive/2026-05-25,archive,"News Archive — Monday, May 25, 2026 | WeSearch Press","200 stories archived on Monday, May 25, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-25,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-26,/archive/2026-05-26,archive,"News Archive — Tuesday, May 26, 2026 | WeSearch Press","200 stories archived on Tuesday, May 26, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-26,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-27,/archive/2026-05-27,archive,"News Archive — Wednesday, May 27, 2026 | WeSearch Press","200 stories archived on Wednesday, May 27, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-27,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-28,/archive/2026-05-28,archive,"News Archive — Thursday, May 28, 2026 | WeSearch Press","200 stories archived on Thursday, May 28, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-28,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-29,/archive/2026-05-29,archive,"News Archive — Friday, May 29, 2026 | WeSearch Press","200 stories archived on Friday, May 29, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-29,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-30,/archive/2026-05-30,archive,"News Archive — Saturday, May 30, 2026 | WeSearch Press","200 stories archived on Saturday, May 30, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-30,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-05-31,/archive/2026-05-31,archive,"News Archive — Sunday, May 31, 2026 | WeSearch Press","200 stories archived on Sunday, May 31, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-05-31,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-06-01,/archive/2026-06-01,archive,"News Archive — Monday, June 1, 2026 | WeSearch Press","200 stories archived on Monday, June 1, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-06-01,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-06-02,/archive/2026-06-02,archive,"News Archive — Tuesday, June 2, 2026 | WeSearch Press","200 stories archived on Tuesday, June 2, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-06-02,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-06-03,/archive/2026-06-03,archive,"News Archive — Wednesday, June 3, 2026 | WeSearch Press","200 stories archived on Wednesday, June 3, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-06-03,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-06-04,/archive/2026-06-04,archive,"News Archive — Thursday, June 4, 2026 | WeSearch Press","200 stories archived on Thursday, June 4, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-06-04,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-06-05,/archive/2026-06-05,archive,"News Archive — Friday, June 5, 2026 | WeSearch Press","200 stories archived on Friday, June 5, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-06-05,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-06-06,/archive/2026-06-06,archive,"News Archive — Saturday, June 6, 2026 | WeSearch Press","200 stories archived on Saturday, June 6, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-06-06,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-06-07,/archive/2026-06-07,archive,"News Archive — Sunday, June 7, 2026 | WeSearch Press","200 stories archived on Sunday, June 7, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-06-07,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-06-08,/archive/2026-06-08,archive,"News Archive — Monday, June 8, 2026 | WeSearch Press","200 stories archived on Monday, June 8, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-06-08,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/archive/2026-06-09,/archive/2026-06-09,archive,"News Archive — Tuesday, June 9, 2026 | WeSearch Press","200 stories archived on Tuesday, June 9, 2026 across our 700+ source catalog. Chronological, deduplicated, with view counts and links to original publishers.",https://wesearch.press/archive/2026-06-09,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/ars-technica-vs-wired,/ars-technica-vs-wired,ars-technica-vs-wired,Ars Technica vs Wired — Which Tech Magazine | WeSearch,"Ars Technica vs Wired — how these two long-form tech publications differ in depth, editorial focus, and reader base.",https://wesearch.press/ars-technica-vs-wired,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/asia-news,/asia-news,asia-news,"Asia News — Continental Coverage from East, South, and Southeast Asia | WeSearch","Asia news mixing local press (SCMP, Caixin, Times of India, Nikkei) with international wire and foreign-desk coverage. Chronological, anonymous, multi-source.",https://wesearch.press/asia-news,2026-06-09T18:28:08.112Z,200,1,notice:LONG_TITLE
https://wesearch.press/bbc-vs-cnn,/bbc-vs-cnn,bbc-vs-cnn,BBC vs CNN — How Two Major Broadcasters Compare | WeSearch,"BBC vs CNN — how these two major TV broadcasters and their news websites differ in coverage focus, editorial line, and funding model.",https://wesearch.press/bbc-vs-cnn,2026-06-09T18:28:08.112Z,200,0,
https://wesearch.press/best-free-news-aggregator,/best-free-news-aggregator,best-free-news-aggregator,Best Free News Aggregator (2026) — WeSearch,"Looking for the best free news aggregator? WeSearch ships 700+ editorial sources, per-story bias ratings, anonymous discussion, no ads, no tracking, and no account requirement. Side-by-side comparison vs Google News, Apple News, Flipboard, Feedly, Ground News, Reddit.",https://wesearch.press/best-free-news-aggregator,2026-06-09T18:28:08.112Z,200,1,notice:LONG_META_DESCRIPTION
https://wesearch.press/best-news-app-without-paywall,/best-news-app-without-paywall,best-news-app-without-paywall,Best News App Without Paywall (2026) — WeSearch,"Looking for a serious news app that's genuinely free with no paywall? WeSearch ships 700+ sources, bias ratings, anonymous discussion, no premium tier, no metered limit. Comparison vs paywalled alternatives.",https://wesearch.press/best-news-app-without-paywall,2026-06-09T18:28:08.112Z,200,1,notice:LONG_META_DESCRIPTION
https://wesearch.press/best-way-to-follow-news-without-social-media,/best-way-to-follow-news-without-social-media,best-way-to-follow-news-without-social-media,Best Way to Follow News Without Social Media — WeSearch,"Want to follow the news without Twitter, Facebook, Instagram, or TikTok? WeSearch is a free, anonymous news hub across 700+ sources with discussion built in — no social account required.",https://wesearch.press/best-way-to-follow-news-without-social-media,2026-06-09T18:28:08.112Z,200,1,notice:LONG_META_DESCRIPTION
